ID,Name,Role,Full Name,Image,DOB,Batting Style (s),Bowling Style (s),Batting Style (l),Bowling Style(l),Team ID,Playing Role
46206,KMDN Kulasekara,P,Nuwan Kulasekara,/db/PICTURES/CMS/305000/305098.jpg,22-7-1982,rhb,rfm,right-hand bat,right-arm fast-medium,8.0,bowler
11374,MF Maharoof,P,Farveez Maharoof,/db/PICTURES/CMS/305000/305096.jpg,7-9-1984,rhb,rfm,right-hand bat,right-arm fast-medium,8.0,allrounder
45105,SL Malinga,P,Lasith Malinga,/db/PICTURES/CMS/305000/305097.jpg,28-8-1983,rhb,rf,right-hand bat,right-arm fast,8.0,bowler
47023,AD Mathews,P,Angelo Mathews,/db/PICTURES/CMS/304200/304293.png,2-6-1987,rhb,rm,right-hand bat,right-arm medium,8.0,allrounder
50377,BAW Mendis,P,Ajantha Mendis,/db/PICTURES/CMS/305100/305102.jpg,11-3-1985,rhb,ob,right-hand bat,right-arm offbreak,8.0,bowler
8203,J Mubarak,P,Jehan Mubarak,/db/PICTURES/CMS/305000/305091.jpg,10-1-1981,lhb,ob,left-hand bat,right-arm offbreak,8.0,allrounder
8197,LPC Silva,P,Chamara Silva,/db/PICTURES/CMS/305100/305100.jpg,14-12-1979,rhb,lb,right-hand bat,legbreak,8.0,batter
15267,T Thushara,P,Thilan Thushara,/db/PICTURES/CMS/305000/305095.jpg,1-3-1981,lhb,lfm,left-hand bat,left-arm fast-medium,8.0,bowler
54460,I Udana,P,Isuru Udana,/db/PICTURES/CMS/305100/305167.jpg,17-2-1988,rhb,lmf,right-hand bat,left-arm medium-fast,8.0,allrounder
7568,CH Gayle,C,Chris Gayle,/db/PICTURES/CMS/309000/309058.png,21-9-1979,lhb,ob,left-hand bat,right-arm offbreak,4.0,allrounder
47111,D Ramdin,VCK,Denesh Ramdin,/db/PICTURES/CMS/238300/238337.jpg,13-3-1985,rhb,,right-hand bat,,4.0,wicketkeeper batter
46585,LS Baker,P,Lionel Baker,/db/PICTURES/CMS/104300/104361.1.jpg,6-9-1984,lhb,rmf,left-hand bat,right-arm medium-fast,4.0,bowler
10506,SJ Benn,P,Sulieman Benn,/db/PICTURES/CMS/238300/238339.jpg,22-7-1981,lhb,sla,left-hand bat,slow left-arm orthodox,4.0,bowler
17839,DE Bernard,P,David Bernard,/db/PICTURES/CMS/104300/104362.1.jpg,19-7-1981,rhb,rmf,right-hand bat,right-arm medium-fast,4.0,
45257,DJ Bravo,P,Dwayne Bravo,/db/PICTURES/CMS/309000/309099.png,7-10-1983,rhb,rm,right-hand bat,right-arm medium,4.0,allrounder
2120,S Chanderpaul,P,Shivnarine Chanderpaul,/db/PICTURES/CMS/203900/203965.1.jpg,16-8-1974,lhb,lb,left-hand bat,legbreak,4.0,batter
45774,FH Edwards,P,Fidel Edwards,/db/PICTURES/CMS/296100/296195.1.jpg,6-2-1982,rhb,rf,right-hand bat,right-arm fast,4.0,bowler
47602,ADS Fletcher,P,Andre Fletcher,/db/PICTURES/CMS/238300/238341.jpg,28-11-1987,rhb,"rmf,lb",right-hand bat,"right-arm medium-fast,legbreak",4.0,top-order batter
47107,XM Marshall,P,Xavier Marshall,/db/PICTURES/CMS/104300/104370.1.jpg,27-3-1986,rhb,ob,right-hand bat,right-arm offbreak,11.0,opening batter
49040,KA Pollard,P,Kieron Pollard,/db/PICTURES/CMS/203300/203305.1.jpg,12-5-1987,rhb,rm,right-hand bat,right-arm medium,4.0,batting allrounder
44829,DJG Sammy,P,Daren Sammy,/db/PICTURES/CMS/312100/312186.png,20-12-1983,rhb,rm,right-hand bat,right-arm medium,4.0,allrounder
6405,RR Sarwan,P,Ramnaresh Sarwan,/db/PICTURES/CMS/203200/203271.1.jpg,23-6-1980,rhb,lb,right-hand bat,legbreak,4.0,batter
45256,LMP Simmons,P,Lendl Simmons,/db/PICTURES/CMS/203200/203285.1.jpg,25-1-1985,rhb,rmf,right-hand bat,right-arm medium-fast,4.0,top-order batter
46591,JE Taylor,P,Jerome Taylor,/db/PICTURES/CMS/207700/207755.1.jpg,22-6-1984,rhb,rf,right-hand bat,right-arm fast,4.0,bowler
53602,Nawroz Mangal,C,Nawroz Mangal,/db/PICTURES/CMS/150100/150133.1.jpg,15-7-1984,rhb,ob,right-hand bat,right-arm offbreak,40.0,top-order batter
53809,Asghar Afghan,P,Asghar Afghan,/db/PICTURES/CMS/303200/303265.jpg,26-12-1987,rhb,rmf,right-hand bat,right-arm medium-fast,40.0,middle-order batter
46890,Dawlat Ahmadzai,P,Dawlat Ahmadzai,/db/PICTURES/CMS/303200/303266.jpg,5-9-1984,rhb,rfm,right-hand bat,right-arm fast-medium,40.0,bowler
53326,Hamid Hassan,P,Hamid Hassan,/db/PICTURES/CMS/303200/303270.jpg,1-6-1987,rhb,rf,right-hand bat,right-arm fast,40.0,bowler
53767,Karim Sadiq,P,Karim Sadiq,/db/PICTURES/CMS/150100/150134.1.jpg,5-1-1984,rhb,ob,right-hand bat,right-arm offbreak,40.0,opening batter
59061,Mirwais Ashraf,P,Mirwais Ashraf,/db/PICTURES/CMS/303200/303279.jpg,4-9-1988,rhb,rfm,right-hand bat,right-arm fast-medium,40.0,bowler
46888,Mohammad Nabi,P,Mohammad Nabi,/db/PICTURES/CMS/303200/303280.jpg,1-1-1985,rhb,ob,right-hand bat,right-arm offbreak,40.0,allrounder
60436,Mohammad Shahzad,P,Mohammad Shahzad,/db/PICTURES/CMS/303200/303281.jpg,10-1-1987,rhb,,right-hand bat,,40.0,wicketkeeper batter
58074,Nasratullah,P,Sayed Nasratullah,/db/PICTURES/CMS/116600/116664.1.jpg,10-5-1984,lhb,sla,left-hand bat,slow left-arm orthodox,40.0,
53606,Noor Ali Zadran,P,Noor Ali Zadran,/db/PICTURES/CMS/235900/235937.1.jpg,10-7-1988,rhb,rmf,right-hand bat,right-arm medium-fast,40.0,opening batter
53786,Raees Ahmadzai,P,Raees Ahmadzai,/db/PICTURES/CMS/303200/303286.jpg,3-9-1984,rhb,ob,right-hand bat,right-arm offbreak,40.0,middle-order batter
53605,Samiullah Shinwari,P,Samiullah Shinwari,/db/PICTURES/CMS/289900/289939.jpg,31-12-1987,rhb,lb,right-hand bat,legbreak,40.0,allrounder
52976,Shabir Noori,P,Shabir Noori,/db/PICTURES/CMS/148100/148136.1.jpg,22-2-1992,rhb,ob,right-hand bat,right-arm offbreak,40.0,top-order batter
57628,Shafiqullah,WK,Shafiqullah,/db/PICTURES/CMS/150100/150126.1.jpg,7-8-1989,rhb,,right-hand bat,,40.0,wicketkeeper batter
53755,Shapoor Zadran,P,Shapoor Zadran,/db/PICTURES/CMS/150100/150123.1.jpg,8-7-1987,lhb,lfm,left-hand bat,left-arm fast-medium,40.0,bowler
44853,DT Christian,P,Dan Christian,/db/PICTURES/CMS/202500/202581.1.jpg,4-5-1983,rhb,rfm,right-hand bat,right-arm fast-medium,2.0,allrounder
12601,RJ Harris,P,Ryan Harris,/db/PICTURES/CMS/202500/202595.1.jpg,11-10-1979,rhb,rf,right-hand bat,right-arm fast,2.0,bowler
34747,TD Paine,WK,Tim Paine,/db/PICTURES/CMS/313700/313747.jpg,8-12-1984,rhb,rm,right-hand bat,right-arm medium,2.0,wicketkeeper batter
50281,SPD Smith,P,Steven Smith,/db/PICTURES/CMS/309500/309571.1.jpg,2-6-1989,rhb,lbg,right-hand bat,legbreak googly,2.0,top-order batter
17780,SW Tait,P,Shaun Tait,/db/PICTURES/CMS/128300/128330.1.jpg,22-2-1983,rhb,rf,right-hand bat,right-arm fast,2.0,bowler
45558,Aftab Ahmed,P,Aftab Ahmed,/db/PICTURES/CMS/202800/202855.1.jpg,10-11-1985,rhb,rm,right-hand bat,right-arm medium,25.0,opening batter
51239,Imrul Kayes,P,Imrul Kayes,/db/PICTURES/CMS/263500/263597.jpg,2-2-1987,lhb,sla,left-hand bat,slow left-arm orthodox,25.0,opening batter
46507,Jahurul Islam,P,Jahurul Islam,/db/PICTURES/CMS/202800/202857.1.jpg,12-12-1986,rhb,ob,right-hand bat,right-arm offbreak,25.0,middle-order batter
51377,Shafiul Islam,P,Shafiul Islam,/db/PICTURES/CMS/263500/263591.jpg,6-10-1989,rhb,rfm,right-hand bat,right-arm fast-medium,25.0,bowler
48390,Sohrawordi Shuvo,P,Sohrawordi Shuvo,/db/PICTURES/CMS/128600/128613.1.jpg,21-11-1988,lhb,sla,left-hand bat,slow left-arm orthodox,25.0,bowler
34739,TT Bresnan,P,Tim Bresnan,/db/PICTURES/CMS/305000/305003.jpg,28-2-1985,rhb,rmf,right-hand bat,right-arm medium-fast,1.0,allrounder
49047,C Kieswetter,WK,Craig Kieswetter,/db/PICTURES/CMS/305000/305016.jpg,28-11-1987,rhb,ob,right-hand bat,right-arm offbreak,1.0,opening batter
10787,MJ Lumb,P,Michael Lumb,/db/PICTURES/CMS/305000/305024.jpg,12-2-1980,lhb,rm,left-hand bat,right-arm medium,1.0,top-order batter
47848,A Shahzad,P,Ajmal Shahzad,/db/PICTURES/CMS/305000/305017.jpg,27-7-1985,rhb,rfm,right-hand bat,right-arm fast-medium,1.0,bowler
10831,JC Tredwell,P,James Tredwell,/db/PICTURES/CMS/304300/304343.jpg,27-2-1982,lhb,ob,left-hand bat,right-arm offbreak,1.0,allrounder
8307,MH Yardy,P,Michael Yardy,/db/PICTURES/CMS/305000/305006.jpg,27-11-1980,lhb,sla,left-hand bat,slow left-arm orthodox,1.0,allrounder
47185,PP Chawla,P,Piyush Chawla,/db/PICTURES/CMS/304200/304219.png,24-12-1988,lhb,lb,left-hand bat,legbreak,6.0,bowling allrounder
7804,A Nehra,P,Ashish Nehra,/db/PICTURES/CMS/128400/128480.1.jpg,29-4-1979,rhb,lmf,right-hand bat,left-arm medium-fast,6.0,bowler
49342,M Vijay,P,Murali Vijay,/db/PICTURES/CMS/304200/304215.png,1-4-1984,rhb,ob,right-hand bat,right-arm offbreak,6.0,opening batter
10556,R Vinay Kumar,P,Vinay Kumar,/db/PICTURES/CMS/304200/304225.png,12-2-1984,rhb,rm,right-hand bat,right-arm medium,6.0,bowler
58274,UT Yadav,P,Umesh Yadav,/db/PICTURES/CMS/302300/302396.jpg,25-10-1987,rhb,rf,right-hand bat,right-arm fast,6.0,bowler
56811,GH Dockrell,P,George Dockrell,/db/PICTURES/CMS/303900/303998.jpg,22-7-1992,rhb,sla,right-hand bat,slow left-arm orthodox,29.0,allrounder
59933,NG Jones,P,Nigel Jones,/db/PICTURES/CMS/305200/305249.jpg,22-4-1982,rhb,rm,right-hand bat,right-arm medium,29.0,allrounder
47405,GE Kidd,P,Gary Kidd,/db/PICTURES/CMS/305200/305244.jpg,18-9-1985,lhb,sla,left-hand bat,slow left-arm orthodox,29.0,bowler
10280,SE Bond,P,Shane Bond,/db/PICTURES/CMS/303600/303669.png,7-6-1975,rhb,rf,right-hand bat,right-arm fast,5.0,bowler
9710,GJ Hopkins,WK,Gareth Hopkins,/db/PICTURES/CMS/136700/136767.1.jpg,24-11-1976,rhb,,right-hand bat,,5.0,wicketkeeper batter
44895,RJ Nicol,P,Rob Nicol,/db/PICTURES/CMS/203000/203057.1.jpg,28-5-1983,rhb,"rm,ob",right-hand bat,"right-arm medium,right-arm offbreak",5.0,opening batter
49108,TG Southee,P,Tim Southee,/db/PICTURES/CMS/303600/303610.png,11-12-1988,rhb,rmf,right-hand bat,right-arm medium-fast,5.0,bowler
10443,Abdur Rehman,P,Abdur Rehman,/db/PICTURES/CMS/203000/203095.1.jpg,1-3-1980,lhb,sla,left-hand bat,slow left-arm orthodox,7.0,bowler
58881,Hammad Azam,P,Hammad Azam,/db/PICTURES/CMS/302800/302870.jpg,16-3-1991,rhb,rm,right-hand bat,right-arm medium,7.0,middle-order batter
11643,Khalid Latif,P,Khalid Latif,/db/PICTURES/CMS/302800/302874.jpg,4-11-1985,rhb,ob,right-hand bat,right-arm offbreak,7.0,top-order batter
19627,Mohammad Asif,P,Mohammad Asif,/db/PICTURES/CMS/302800/302840.jpg,20-12-1982,lhb,rfm,left-hand bat,right-arm fast-medium,7.0,bowler
19647,Mohammad Hafeez,P,Mohammad Hafeez,/db/PICTURES/CMS/302800/302841.jpg,17-10-1980,rhb,ob,right-hand bat,right-arm offbreak,7.0,allrounder
10776,Mohammad Sami,P,Mohammad Sami,/db/PICTURES/CMS/302800/302842.jpg,24-2-1981,rhb,rf,right-hand bat,right-arm fast,7.0,bowler
53546,Umar Akmal,P,Umar Akmal,/db/PICTURES/CMS/302800/302828.jpg,26-5-1990,rhb,ob,right-hand bat,right-arm offbreak,7.0,middle-order batter
7538,LE Bosman,P,Loots Bosman,/db/PICTURES/CMS/132200/132253.1.jpg,14-4-1977,rhb,rm,right-hand bat,right-arm medium,3.0,opening batter
45889,RK Kleinveldt,P,Rory Kleinveldt,/db/PICTURES/CMS/203100/203157.1.jpg,15-3-1983,rhb,rfm,right-hand bat,right-arm fast-medium,3.0,bowler
7540,CK Langeveldt,P,Charl Langeveldt,/db/PICTURES/CMS/194200/194235.1.jpg,17-12-1974,rhb,rfm,right-hand bat,right-arm fast-medium,3.0,bowler
48863,J Theron,P,Rusty Theron,/db/PICTURES/CMS/136700/136789.1.jpg,24-7-1985,rhb,rmf,right-hand bat,right-arm medium-fast,11.0,bowler
52371,LD Chandimal,P,Dinesh Chandimal,/db/PICTURES/CMS/325600/325673.5.jpg,18-11-1989,rhb,ob,right-hand bat,right-arm offbreak,8.0,wicketkeeper batter
12122,CU Jayasinghe,P,Chinthaka Jayasinghe,/db/PICTURES/CMS/305200/305202.jpg,19-5-1978,rhb,rm,right-hand bat,right-arm medium,8.0,allrounder
48520,CK Kapugedera,P,Chamara Kapugedera,/db/PICTURES/CMS/263600/263664.1.jpg,24-2-1987,rhb,rm,right-hand bat,right-arm medium,8.0,middle-order batter
49193,NLTC Perera,P,Thisara Perera,/db/PICTURES/CMS/263600/263680.1.png,3-4-1989,lhb,rmf,left-hand bat,right-arm medium-fast,8.0,bowling allrounder
11385,S Randiv,P,Suraj Randiv,/db/PICTURES/CMS/131000/131045.1.jpg,30-1-1985,rhb,ob,right-hand bat,right-arm offbreak,8.0,bowler
44671,UWMBCA Welegedara,P,Chanaka Welegedara,/db/PICTURES/CMS/305100/305101.jpg,20-3-1981,rhb,lfm,right-hand bat,left-arm fast-medium,8.0,bowler
10223,N Deonarine,P,Narsingh Deonarine,/db/PICTURES/CMS/232600/232679.1.jpg,16-8-1983,lhb,ob,left-hand bat,right-arm offbreak,4.0,batter
6401,WW Hinds,P,Wavell Hinds,/db/PICTURES/CMS/116500/116547.1.jpg,7-9-1976,lhb,rm,left-hand bat,right-arm medium,4.0,batter
48087,NO Miller,P,Nikita Miller,/db/PICTURES/CMS/232700/232781.jpg,16-5-1982,rhb,sla,right-hand bat,slow left-arm orthodox,4.0,bowler
45258,R Rampaul,P,Ravi Rampaul,/db/PICTURES/CMS/203200/203291.1.jpg,15-10-1984,lhb,rfm,left-hand bat,right-arm fast-medium,4.0,bowler
49034,KAJ Roach,P,Kemar Roach,/db/PICTURES/CMS/305900/305913.1.jpg,30-6-1988,rhb,rfm,right-hand bat,right-arm fast-medium,4.0,bowler
45326,P Utseya,C,Prosper Utseya,/db/PICTURES/CMS/203300/203327.1.jpg,26-3-1985,rhb,ob,right-hand bat,right-arm offbreak,9.0,bowler
8068,AM Blignaut,P,Andy Blignaut,/db/PICTURES/CMS/121400/121436.1.jpg,1-8-1978,lhb,rmf,left-hand bat,right-arm medium-fast,9.0,allrounder
47619,CJ Chibhabha,P,Chamu Chibhabha,/db/PICTURES/CMS/235600/235679.1.jpg,6-9-1986,rhb,rm,right-hand bat,right-arm medium,9.0,top-order batter
45252,E Chigumbura,P,Elton Chigumbura,/db/PICTURES/CMS/203300/203323.1.jpg,14-3-1986,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,allrounder
10630,CK Coventry,P,Charles Coventry,/db/PICTURES/CMS/203300/203315.1.jpg,8-3-1983,rhb,lb,right-hand bat,legbreak,9.0,top-order batter
47234,AG Cremer,P,Graeme Cremer,/db/PICTURES/CMS/203300/203343.1.jpg,19-9-1986,rhb,lbg,right-hand bat,legbreak googly,9.0,bowler
47205,CR Ervine,P,Craig Ervine,/db/PICTURES/CMS/203300/203333.1.jpg,19-8-1985,lhb,ob,left-hand bat,right-arm offbreak,9.0,middle-order batter
8247,GA Lamb,P,Greg Lamb,/db/PICTURES/CMS/128500/128553.1.jpg,4-3-1981,rhb,ob,right-hand bat,right-arm offbreak,9.0,allrounder
49274,T Maruma,P,Timycen Maruma,/db/PICTURES/CMS/203300/203353.1.jpg,19-4-1988,rhb,lbg,right-hand bat,legbreak googly,9.0,top-order batter
10423,H Masakadza,P,Hamilton Masakadza,/db/PICTURES/CMS/203300/203311.1.jpg,9-8-1983,rhb,rm,right-hand bat,right-arm medium,9.0,top-order batter
47210,CB Mpofu,P,Chris Mpofu,/db/PICTURES/CMS/203300/203341.1.jpg,27-11-1985,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,bowler
7432,RW Price,P,Ray Price,/db/PICTURES/CMS/128500/128563.1.jpg,12-6-1976,rhb,sla,right-hand bat,slow left-arm orthodox,9.0,bowler
45240,V Sibanda,P,Vusi Sibanda,/db/PICTURES/CMS/203300/203321.1.jpg,10-10-1983,rhb,"rm,ob",right-hand bat,"right-arm medium,right-arm offbreak",9.0,opening batter
10421,T Taibu,WK,Tatenda Taibu,/db/PICTURES/CMS/128500/128564.1.jpg,14-5-1983,rhb,rm,right-hand bat,right-arm medium,9.0,wicketkeeper batter
45253,BRM Taylor,P,Brendan Taylor,/db/PICTURES/CMS/203300/203325.1.jpg,6-2-1986,rhb,ob,right-hand bat,right-arm offbreak,9.0,wicketkeeper batter
65399,Dawlat Zadran,P,Dawlat Zadran,/db/PICTURES/CMS/303200/303267.jpg,19-3-1988,rhb,rfm,right-hand bat,right-arm fast-medium,40.0,bowler
57022,Gulbadin Naib,P,Gulbadin Naib,/db/PICTURES/CMS/303200/303268.jpg,4-6-1991,rhb,rmf,right-hand bat,right-arm medium-fast,40.0,batting allrounder
59775,Izatullah Dawlatzai,P,Izatullah Dawlatzai,/db/PICTURES/CMS/303200/303276.jpg,10-5-1991,rhb,rfm,right-hand bat,right-arm fast-medium,35.0,bowler
53112,Javed Ahmadi,P,Javed Ahmadi,/db/PICTURES/CMS/150100/150121.1.jpg,2-1-1992,rhb,ob,right-hand bat,right-arm offbreak,40.0,top-order batter
65861,Najibullah Zadran,P,Najibullah Zadran,/db/PICTURES/CMS/303200/303283.jpg,18-2-1993,lhb,ob,left-hand bat,right-arm offbreak,40.0,middle-order batter
67053,M Nasim Baras,P,Mohammad Nasim Baras,/db/PICTURES/CMS/150100/150130.1.jpg,30-5-1993,lhb,sla,left-hand bat,slow left-arm orthodox,40.0,bowler
35384,GJ Bailey,C,George Bailey,/db/PICTURES/CMS/202500/202573.1.jpg,7-9-1982,rhb,rm,right-hand bat,right-arm medium,2.0,top-order batter
64244,PJ Cummins,P,Pat Cummins,/db/PICTURES/CMS/309000/309079.png,8-5-1993,rhb,rf,right-hand bat,right-arm fast,2.0,bowler
12912,XJ Doherty,P,Xavier Doherty,/db/PICTURES/CMS/202500/202583.1.jpg,22-11-1982,lhb,sla,left-hand bat,slow left-arm orthodox,2.0,bowler
3328,GB Hogg,P,Brad Hogg,/db/PICTURES/CMS/202500/202589.1.jpg,6-2-1971,lhb,lws,left-hand bat,left-arm wrist-spin,2.0,allrounder
54222,GJ Maxwell,P,Glenn Maxwell,/db/PICTURES/CMS/263500/263539.1.jpg,14-10-1988,rhb,ob,right-hand bat,right-arm offbreak,2.0,batting allrounder
47693,CJ McKay,P,Clint McKay,/db/PICTURES/CMS/202600/202611.1.jpg,20-2-1983,rhb,rfm,right-hand bat,right-arm fast-medium,2.0,bowler
53330,MA Starc,P,Mitchell Starc,/db/PICTURES/CMS/263500/263529.1.jpg,30-1-1990,lhb,lf,left-hand bat,left-arm fast,2.0,bowler
49024,MS Wade,WK,Matthew Wade,/db/PICTURES/CMS/263500/263523.1.jpg,26-12-1987,lhb,rm,left-hand bat,right-arm medium,2.0,wicketkeeper batter
58219,Abul Hasan,P,Abul Hasan,/db/PICTURES/CMS/302900/302969.jpg,5-8-1992,lhb,rmf,left-hand bat,right-arm medium-fast,25.0,bowler
47283,Elias Sunny,P,Elias Sunny,/db/PICTURES/CMS/302900/302982.jpg,1-1-1986,lhb,sla,left-hand bat,slow left-arm orthodox,25.0,bowler
48384,Farhad Reza,P,Farhad Reza,/db/PICTURES/CMS/303200/303233.jpg,16-6-1986,rhb,rfm,right-hand bat,right-arm fast-medium,25.0,allrounder
52363,Nasir Hossain,P,Nasir Hossain,/db/PICTURES/CMS/202900/202961.1.jpg,30-11-1991,rhb,ob,right-hand bat,right-arm offbreak,25.0,allrounder
47190,Ziaur Rahman,P,Ziaur Rahman,/db/PICTURES/CMS/149800/149862.jpg,2-12-1986,rhb,rfm,right-hand bat,right-arm fast-medium,25.0,allrounder
52161,JM Bairstow,P,Jonny Bairstow,/db/PICTURES/CMS/304900/304906.jpg,26-9-1989,rhb,rm,right-hand bat,right-arm medium,1.0,wicketkeeper batter
53296,DR Briggs,P,Danny Briggs,/db/PICTURES/CMS/305000/305021.jpg,30-4-1991,rhb,sla,right-hand bat,slow left-arm orthodox,1.0,bowler
53271,JC Buttler,P,Jos Buttler,/db/PICTURES/CMS/303900/303969.jpg,8-9-1990,rhb,,right-hand bat,,1.0,wicketkeeper batter
46924,JW Dernbach,P,Jade Dernbach,/db/PICTURES/CMS/305000/305018.jpg,3-3-1986,rhb,rfm,right-hand bat,right-arm fast-medium,1.0,bowler
48529,ST Finn,P,Steven Finn,/db/PICTURES/CMS/304300/304344.jpg,4-4-1989,rhb,rfm,right-hand bat,right-arm fast-medium,1.0,bowler
49532,AD Hales,P,Alex Hales,/db/PICTURES/CMS/304300/304332.jpg,3-1-1989,rhb,rm,right-hand bat,right-arm medium,1.0,opening batter
34736,SR Patel,P,Samit Patel,/db/PICTURES/CMS/304300/304342.jpg,30-11-1984,rhb,sla,right-hand bat,slow left-arm orthodox,1.0,allrounder
12894,R Ashwin,P,Ravichandran Ashwin,/db/PICTURES/CMS/302300/302395.jpg,17-9-1986,rhb,ob,right-hand bat,right-arm offbreak,6.0,bowling allrounder
9022,L Balaji,P,Lakshmipathy Balaji,/db/PICTURES/CMS/304200/304209.png,27-9-1981,rhb,rmf,right-hand bat,right-arm medium-fast,6.0,bowler
48965,AB Dinda,P,Ashok Dinda,/db/PICTURES/CMS/304200/304270.png,25-3-1984,rhb,rmf,right-hand bat,right-arm medium-fast,6.0,bowler
49752,V Kohli,P,Virat Kohli,/db/PICTURES/CMS/289000/289002.1.jpg,5-11-1988,rhb,rm,right-hand bat,right-arm medium,6.0,top-order batter
47624,MK Tiwary,P,Manoj Tiwary,/db/PICTURES/CMS/302900/302924.jpg,14-11-1985,rhb,lbg,right-hand bat,legbreak googly,6.0,batter
7233,EC Joyce,P,Ed Joyce,/db/PICTURES/CMS/305000/305002.jpg,22-9-1978,lhb,rm,left-hand bat,right-arm medium,29.0,top-order batter
8305,TJ Murtagh,P,Tim Murtagh,/db/PICTURES/CMS/305200/305271.jpg,2-8-1981,lhb,rfm,left-hand bat,right-arm fast-medium,29.0,bowler
66284,MC Sorensen,P,Max Sorensen,/db/PICTURES/CMS/305200/305270.jpg,18-11-1985,rhb,rfm,right-hand bat,right-arm fast-medium,29.0,bowler
60195,SR Thompson,P,Stuart Thompson,/db/PICTURES/CMS/304200/304296.png,15-8-1991,lhb,rmf,left-hand bat,right-arm medium-fast,29.0,bowler
57609,DAJ Bracewell,P,Doug Bracewell,/db/PICTURES/CMS/303600/303639.png,28-9-1990,rhb,rfm,right-hand bat,right-arm fast-medium,5.0,bowler
49104,RM Hira,P,Ronnie Hira,/db/PICTURES/CMS/303800/303810.png,23-1-1987,lhb,sla,left-hand bat,slow left-arm orthodox,5.0,bowler
62153,AF Milne,P,Adam Milne,/db/PICTURES/CMS/303700/303779.png,13-4-1992,rhb,rf,right-hand bat,right-arm fast,5.0,bowler
47492,BJ Watling,P,BJ Watling,/db/PICTURES/CMS/203000/203065.1.jpg,9-7-1985,rhb,,right-hand bat,,5.0,wicketkeeper batter
51088,KS Williamson,P,Kane Williamson,/db/PICTURES/CMS/303600/303652.png,8-8-1990,rhb,ob,right-hand bat,right-arm offbreak,5.0,top-order batter
53493,Asad Shafiq,P,Asad Shafiq,/db/PICTURES/CMS/302700/302766.jpg,28-1-1986,rhb,ob,right-hand bat,right-arm offbreak,7.0,middle-order batter
8177,Imran Nazir,P,Imran Nazir,/db/PICTURES/CMS/203000/203083.1.jpg,16-12-1981,rhb,lb,right-hand bat,legbreak,7.0,opening batter
48293,Nasir Jamshed,P,Nasir Jamshed,/db/PICTURES/CMS/302800/302822.jpg,6-12-1989,lhb,,left-hand bat,,7.0,opening batter
56573,Raza Hasan,P,Raza Hasan,/db/PICTURES/CMS/302800/302882.jpg,8-7-1992,rhb,sla,right-hand bat,slow left-arm orthodox,7.0,bowler
9952,HM Amla,P,Hashim Amla,/db/PICTURES/CMS/263700/263765.1.jpg,31-3-1983,rhb,"rm,ob",right-hand bat,"right-arm medium,right-arm offbreak",3.0,top-order batter
48148,F Behardien,P,Farhaan Behardien,/db/PICTURES/CMS/263700/263766.1.jpg,9-10-1983,rhb,rfm,right-hand bat,right-arm fast-medium,3.0,batting allrounder
46933,F du Plessis,P,Faf du Plessis,/db/PICTURES/CMS/317900/317961.jpg,13-7-1984,rhb,lb,right-hand bat,legbreak,3.0,middle-order batter
48359,RE Levi,P,Richard Levi,/db/PICTURES/CMS/203100/203177.1.jpg,14-1-1988,rhb,rm,right-hand bat,right-arm medium,3.0,opening batter
48182,LL Tsotsobe,P,Lonwabo Tsotsobe,/db/PICTURES/CMS/203100/203175.1.jpg,7-3-1984,rhb,lfm,right-hand bat,left-arm fast-medium,3.0,bowler
68065,A Dananjaya,P,Akila Dananjaya,/db/PICTURES/CMS/348800/348839.gif,4-10-1993,lhb,"ob,lb",left-hand bat,"right-arm offbreak,legbreak",8.0,allrounder
50290,RMS Eranga,P,Shaminda Eranga,/db/PICTURES/CMS/243000/243037.jpg,23-6-1986,rhb,rfm,right-hand bat,right-arm fast-medium,8.0,bowler
8460,HMRKB Herath,P,Rangana Herath,/db/PICTURES/CMS/304900/304925.jpg,19-3-1978,lhb,sla,left-hand bat,slow left-arm orthodox,8.0,bowler
24777,BMAJ Mendis,P,Jeevan Mendis,/db/PICTURES/CMS/305100/305162.jpg,15-1-1983,lhb,lb,left-hand bat,legbreak,8.0,allrounder
52808,EMDY Munaweera,P,Dilshan Munaweera,/db/PICTURES/CMS/305100/305191.jpg,24-4-1989,rhb,ob,right-hand bat,right-arm offbreak,8.0,opening batter
52405,HDRL Thirimanne,P,Lahiru Thirimanne,/db/PICTURES/CMS/305100/305107.jpg,9-8-1989,lhb,rmf,left-hand bat,right-arm medium-fast,8.0,top-order batter
45772,S Badree,P,Samuel Badree,/db/PICTURES/CMS/238300/238331.jpg,9-3-1981,rhb,lb,right-hand bat,legbreak,4.0,bowler
51054,DM Bravo,P,Darren Bravo,/db/PICTURES/CMS/203300/203309.1.jpg,6-2-1989,lhb,rm,left-hand bat,right-arm medium,4.0,top-order batter
55194,J Charles,P,Johnson Charles,/db/PICTURES/CMS/144900/144991.1.jpg,14-1-1989,rhb,,right-hand bat,,4.0,wicketkeeper batter
49039,SP Narine,P,Sunil Narine,/db/PICTURES/CMS/203300/203303.1.jpg,26-5-1988,lhb,ob,left-hand bat,right-arm offbreak,4.0,bowling allrounder
51012,AD Russell,P,Andre Russell,/db/PICTURES/CMS/308900/308972.png,29-4-1988,rhb,rf,right-hand bat,right-arm fast,4.0,allrounder
